customer_id,age,income,preferred_product,transactions_last_year,avg_spend,recency_days,loyalty_score
2469,37,51596,Whitening Kit,9,3.75,44,82
2470,35,66617,Toothbrush,13,6.66,5,90
2471,27,29380,Toothbrush,8,8.01,112,65
2472,42,22763,Mouthwash,11,9.55,113,67
2473,19,43501,Toothpaste,6,5.63,74,68
2474,42,45188,Toothpaste,9,5.57,7,87
2475,50,47623,Toothpaste,7,12.81,94,64
2476,53,39644,Mouthwash,3,7.44,89,63
2477,48,42592,Toothpaste,5,9.88,42,78
2478,31,49410,Toothbrush,6,4.34,98,64
2479,18,57485,Toothbrush,6,8.3,111,65
2480,63,21539,Whitening Kit,5,9.35,57,79
2481,33,40572,Toothpaste,6,7.64,85,62
2482,63,47565,Toothbrush,6,3.15,29,83
2483,20,33984,Whitening Kit,10,5.23,81,76
2484,52,65774,Toothpaste,9,8.42,63,76
2485,58,37375,Toothpaste,9,3.5,36,79
2486,23,44504,Toothbrush,11,13.83,40,81
2487,42,51672,Whitening Kit,4,10.35,115,61
2488,30,37904,Whitening Kit,4,3.73,21,81
2489,51,22841,Toothbrush,5,8.16,98,63
2490,25,39856,Toothbrush,8,7.69,53,79
2491,38,57353,Toothbrush,5,10.22,16,77
2492,51,40957,Toothpaste,5,1.26,46,71
2493,21,34842,Toothbrush,10,7.92,108,68
2494,42,56108,Toothbrush,10,4.49,9,89
2495,32,41030,Mouthwash,6,8.6,108,65
2496,21,38878,Toothbrush,16,4.78,3,89
2497,62,46793,Toothbrush,10,10.92,23,84
2498,29,54249,Toothpaste,10,8.27,13,90
2499,49,73580,Whitening Kit,6,2.99,38,74
2500,49,54926,Toothpaste,6,1.12,34,79
2501,45,58918,Mouthwash,11,8.75,94,68
2502,30,38928,Toothbrush,6,5.76,103,71
2503,48,32689,Toothbrush,12,8.93,26,84
2504,31,45747,Toothbrush,13,5.85,32,79
2505,37,46286,Toothbrush,14,10.51,20,86
2506,35,32057,Toothbrush,11,10.02,46,78
2507,46,42896,Toothbrush,8,8.58,102,69
2508,23,49791,Mouthwash,17,5.25,55,89
2509,49,49324,Toothbrush,7,6.03,9,84
2510,46,51051,Toothbrush,7,6.85,103,64
2511,60,48491,Toothbrush,9,4.88,51,78
2512,19,38915,Mouthwash,10,9.15,57,82
2513,40,38833,Toothbrush,8,6.69,80,69
2514,36,30612,Mouthwash,7,7.05,45,76
2515,48,66417,Toothpaste,6,6.2,38,75
2516,22,45161,Toothbrush,8,7.45,68,74
2517,36,42301,Whitening Kit,7,7.94,12,82
2518,51,33854,Mouthwash,8,6.13,90,67
2519,27,80227,Toothpaste,10,6.91,117,68
2520,42,32120,Mouthwash,5,6.34,10,82
2521,19,39853,Mouthwash,9,6.34,80,76
2522,28,49990,Toothpaste,9,7.55,65,75
2523,48,52202,Toothbrush,9,1.11,12,84
2524,32,56495,Toothbrush,7,11.01,52,72
2525,26,66691,Mouthwash,10,9.41,51,76
2526,40,51073,Toothpaste,7,7.9,86,68
2527,36,32327,Toothbrush,3,9.59,64,67
2528,26,41916,Mouthwash,11,4.11,57,73
2529,52,48693,Whitening Kit,15,3.13,93,75
2530,38,69818,Toothpaste,8,2.78,19,81
2531,26,28226,Whitening Kit,10,8.58,30,85
2532,45,59430,Whitening Kit,4,7.85,92,65
2533,63,47158,Mouthwash,9,8.4,85,76
2534,24,55053,Toothpaste,7,9.84,82,68
2535,33,43776,Toothbrush,16,1.56,105,78
2536,33,34890,Toothbrush,4,4.5,24,79
2537,50,54010,Mouthwash,8,5.87,26,79
2538,21,52853,Toothbrush,6,9.16,36,73
2539,21,56664,Toothbrush,2,7.87,107,61
2540,56,44840,Whitening Kit,8,14.08,56,76
2541,57,37802,Whitening Kit,8,4.77,80,72
2542,34,26294,Toothpaste,6,8.81,58,68
2543,54,54832,Whitening Kit,8,9.88,116,68
2544,56,50086,Toothbrush,9,11.16,32,88
2545,46,33410,Toothpaste,9,6.99,2,85
2546,53,38537,Toothpaste,4,4.24,73,75
2547,55,39398,Mouthwash,4,9.14,82,69
2548,56,27204,Whitening Kit,6,8.23,49,68
2549,54,35187,Toothpaste,6,8.94,113,63
2550,52,31394,Toothbrush,7,10.88,46,75
2551,24,40050,Toothpaste,5,6.91,109,59
2552,44,36135,Toothpaste,4,4.9,83,70
2553,45,25475,Mouthwash,12,8.92,55,79
2554,39,69271,Toothbrush,3,8.27,102,66
2555,31,60030,Toothbrush,14,6.71,12,92
2556,24,35651,Whitening Kit,4,4.97,77,67
2557,54,48269,Toothbrush,9,8.36,63,78
2558,39,50009,Toothpaste,6,9.64,35,77
2559,22,59293,Toothbrush,10,3.52,112,65
2560,19,35176,Toothbrush,11,7.61,117,70
2561,44,58105,Toothpaste,8,8.97,74,70
2562,38,38425,Mouthwash,14,12.0,22,91
2563,55,28969,Whitening Kit,8,7.67,10,80
2564,32,53689,Whitening Kit,11,11.39,50,78
2565,38,60489,Mouthwash,7,9.6,35,76
2566,27,76054,Toothpaste,7,9.65,109,62
2567,40,30603,Whitening Kit,8,5.49,16,76
2568,56,53387,Mouthwash,6,13.69,36,76
2569,22,40082,Mouthwash,4,7.66,61,72
2570,18,54400,Mouthwash,12,8.01,75,75
2571,30,27354,Whitening Kit,9,7.55,17,83
2572,38,29846,Whitening Kit,5,10.6,89,65
2573,43,35689,Whitening Kit,9,12.4,1,85
2574,62,45947,Whitening Kit,7,9.15,12,87
2575,38,37307,Toothbrush,6,6.54,3,85
2576,35,52908,Mouthwash,7,11.75,115,67
2577,54,57322,Toothbrush,8,4.35,73,65
2578,62,52194,Mouthwash,10,5.76,83,67
2579,49,64425,Whitening Kit,10,4.03,19,77
2580,53,49989,Whitening Kit,7,6.58,114,58
2581,34,30397,Toothbrush,7,10.01,84,69
2582,52,61360,Toothpaste,4,6.94,75,70
2583,28,37738,Whitening Kit,7,7.65,88,68
2584,38,55925,Toothpaste,4,8.41,22,71
2585,43,63884,Mouthwash,10,6.93,1,86
2586,21,50480,Toothbrush,9,4.71,53,77
2587,51,27046,Toothpaste,7,3.37,44,76
2588,35,33981,Toothpaste,10,10.77,107,68
2589,57,60872,Whitening Kit,4,5.91,10,79
2590,52,42970,Toothpaste,8,5.79,75,73
2591,58,45954,Toothpaste,8,3.76,8,80
2592,46,54105,Mouthwash,5,7.16,17,81
2593,46,53355,Toothbrush,7,8.86,70,71
2594,55,48345,Whitening Kit,9,6.59,7,86
2595,59,42495,Whitening Kit,6,8.38,63,75
2596,38,41247,Toothpaste,12,2.56,95,75
2597,59,55294,Mouthwash,10,7.93,37,84
2598,30,51642,Toothpaste,11,6.48,68,80
2599,58,41912,Toothpaste,7,3.9,64,71
2600,34,57985,Whitening Kit,7,3.45,7,78
2601,26,43451,Toothpaste,7,5.35,16,84
2602,58,34780,Toothpaste,9,4.46,89,72
2603,18,35892,Mouthwash,5,8.37,100,64
2604,19,33255,Whitening Kit,8,8.59,99,67
2605,46,41731,Toothbrush,9,7.93,14,83
2606,50,59804,Mouthwash,2,8.44,36,70
2607,27,35338,Mouthwash,8,3.57,117,68
2608,57,47261,Mouthwash,4,8.77,73,72
2609,38,37119,Whitening Kit,16,9.17,11,95
2610,45,41876,Toothpaste,6,8.18,1,85
2611,28,26879,Toothbrush,13,7.25,9,91
2612,51,42353,Whitening Kit,7,5.64,25,83
2613,25,42675,Toothpaste,6,8.35,104,64
2614,39,51483,Mouthwash,6,6.54,15,79
2615,25,47679,Whitening Kit,2,9.81,58,65
2616,32,30619,Toothpaste,9,8.19,24,84
2617,34,58010,Toothbrush,5,7.08,72,68
2618,40,47523,Toothbrush,4,6.64,116,56
2619,41,47380,Toothpaste,6,7.1,93,71
2620,62,44889,Whitening Kit,9,7.12,71,75
2621,36,38786,Mouthwash,4,7.31,46,76
2622,22,47613,Toothpaste,5,4.27,18,77
2623,49,50707,Mouthwash,7,8.1,67,66
2624,61,24037,Toothbrush,6,7.93,63,73
2625,18,38534,Toothpaste,6,4.55,111,59
2626,40,41940,Toothbrush,17,8.08,24,89
2627,54,48074,Mouthwash,6,7.47,84,67
2628,25,59319,Mouthwash,13,5.42,31,87
2629,30,35739,Toothpaste,6,9.02,90,68
2630,25,39024,Toothpaste,8,10.85,38,73
2631,40,38849,Toothpaste,10,6.07,111,70
2632,60,35381,Toothbrush,6,7.76,110,62
2633,18,40833,Mouthwash,12,10.62,43,85
2634,62,54249,Mouthwash,9,2.02,8,90
2635,41,32353,Toothbrush,8,12.23,96,70
2636,52,50133,Toothpaste,1,7.7,72,59
2637,41,24577,Whitening Kit,6,9.39,5,78
2638,34,38263,Toothpaste,2,3.24,80,65
2639,22,41046,Whitening Kit,12,4.09,27,77
2640,37,65098,Whitening Kit,10,5.09,63,72
2641,38,41702,Toothbrush,8,4.86,103,69
2642,57,18585,Mouthwash,10,1.67,65,77
2643,48,21013,Mouthwash,5,4.52,63,71
2644,63,45408,Mouthwash,9,5.42,5,87
2645,53,52365,Mouthwash,10,3.92,67,74
2646,28,49505,Toothbrush,8,11.22,109,65
2647,32,47010,Whitening Kit,16,9.09,52,84
2648,36,58947,Mouthwash,6,5.66,81,66
2649,24,38524,Whitening Kit,9,8.95,97,68
2650,45,55738,Toothbrush,8,8.34,83,73
2651,60,25415,Toothpaste,11,3.19,4,88
2652,22,34140,Toothbrush,7,8.57,77,70
2653,22,23315,Mouthwash,11,6.46,51,80
2654,47,41701,Toothpaste,15,9.23,114,71
2655,49,44444,Toothbrush,11,4.79,43,81
2656,25,46369,Toothbrush,5,8.86,55,67
2657,27,45742,Whitening Kit,8,10.13,90,69
2658,55,33869,Toothbrush,9,8.5,41,74
2659,64,42717,Toothpaste,6,3.02,31,78
2660,49,27030,Toothbrush,8,13.65,35,78
2661,45,61358,Mouthwash,12,8.99,80,75
2662,34,41356,Whitening Kit,5,6.9,57,76
2663,48,39133,Toothpaste,5,9.06,24,82
2664,25,64067,Toothpaste,6,12.78,53,72
2665,57,30093,Toothbrush,9,3.97,30,84
2666,42,31492,Mouthwash,8,10.23,118,62
2667,26,31845,Whitening Kit,8,7.08,81,66
2668,19,44185,Toothpaste,6,6.71,77,71
2669,32,50179,Whitening Kit,11,6.86,102,71
2670,20,53876,Toothbrush,4,2.27,7,86
2671,53,75863,Mouthwash,8,8.7,9,90
2672,21,18006,Toothbrush,6,1.43,21,77
2673,31,52304,Whitening Kit,6,6.19,30,77
2674,58,38314,Toothbrush,11,6.24,101,73
2675,58,37963,Whitening Kit,3,6.54,101,69
2676,42,37562,Toothpaste,10,2.11,22,85
2677,27,34094,Toothpaste,9,9.73,47,77
2678,38,65214,Toothbrush,4,2.9,62,65
2679,53,55107,Toothpaste,13,5.18,31,87
2680,29,45278,Whitening Kit,7,6.14,4,75
2681,44,61212,Toothpaste,11,6.71,10,88
2682,57,26849,Mouthwash,6,8.45,30,81
2683,19,29031,Mouthwash,9,7.55,94,64
2684,30,18864,Toothbrush,5,12.33,105,58
2685,49,36607,Toothbrush,6,8.37,7,77
2686,48,46940,Toothbrush,7,8.19,15,76
2687,33,46234,Toothbrush,5,6.06,19,76
2688,49,46792,Whitening Kit,11,8.26,74,77
2689,49,28067,Whitening Kit,6,6.28,39,81
2690,51,54637,Mouthwash,9,6.3,91,70
2691,28,47875,Whitening Kit,10,15.43,3,90
2692,27,53796,Toothpaste,9,11.36,99,69
2693,32,22286,Mouthwash,11,5.33,52,86
2694,34,48737,Toothbrush,10,9.12,82,78
2695,57,30746,Toothbrush,8,8.18,88,68
2696,35,40232,Whitening Kit,15,5.84,13,90
2697,26,51412,Mouthwash,3,12.71,44,73
2698,42,46093,Whitening Kit,8,7.0,81,75
2699,57,34781,Whitening Kit,7,10.96,17,80
2700,31,45075,Whitening Kit,6,5.85,75,71
2701,42,26621,Mouthwash,4,10.25,17,79
2702,39,58803,Toothbrush,8,10.84,52,72
2703,47,42536,Toothpaste,9,5.08,49,73
2704,37,58422,Toothbrush,3,6.68,83,63
2705,38,38681,Mouthwash,7,7.28,71,70
2706,61,38717,Toothbrush,7,11.59,19,76
2707,49,35829,Toothbrush,9,11.38,34,81
2708,63,55514,Toothpaste,10,6.51,93,73
2709,38,36486,Toothbrush,8,6.54,30,80
2710,52,52735,Toothbrush,9,8.11,106,65
2711,49,40410,Toothbrush,5,3.57,29,76
2712,47,21288,Whitening Kit,4,10.68,102,69
2713,56,38156,Mouthwash,11,5.34,48,77
2714,29,30850,Mouthwash,6,7.74,8,80
2715,58,45406,Toothpaste,7,11.0,68,71
2716,64,30715,Whitening Kit,5,8.61,92,62
2717,35,56111,Whitening Kit,6,6.51,52,74
2718,38,43907,Toothbrush,10,4.94,75,73
2719,30,42868,Mouthwash,2,7.36,82,61
2720,38,52870,Toothpaste,7,6.78,85,67
2721,25,56566,Whitening Kit,14,14.06,111,75
2722,63,44758,Toothbrush,3,5.49,58,69
2723,57,35745,Toothpaste,11,6.17,112,70
2724,63,23712,Whitening Kit,5,4.99,61,71
2725,24,36767,Toothpaste,8,6.85,40,74
2726,40,37593,Whitening Kit,5,8.81,96,61
2727,61,46284,Toothpaste,10,5.13,17,82
2728,49,40858,Whitening Kit,10,8.38,98,74
2729,28,53255,Whitening Kit,12,4.47,81,77
2730,39,37644,Toothpaste,6,9.83,15,88
2731,39,44315,Whitening Kit,7,6.36,84,69
2732,60,59207,Whitening Kit,11,6.68,103,71
2733,42,49101,Whitening Kit,4,11.02,11,79
2734,39,44279,Toothpaste,9,6.41,83,68
2735,45,37776,Toothpaste,12,8.49,96,75
2736,46,37401,Whitening Kit,11,9.27,88,71
2737,30,34792,Whitening Kit,10,10.75,70,70
2738,35,38507,Toothpaste,5,8.32,82,66
2739,19,54067,Toothbrush,5,6.71,105,59
2740,46,42337,Whitening Kit,9,6.19,48,76
2741,38,28802,Toothbrush,11,8.29,13,88
2742,32,66218,Toothpaste,10,5.6,119,65
2743,44,48839,Whitening Kit,10,8.85,26,78
2744,48,28116,Toothbrush,11,8.0,8,88
2745,32,39697,Toothpaste,6,4.58,26,79
2746,40,46330,Toothbrush,7,4.43,113,63
2747,41,65455,Mouthwash,9,7.71,14,73
2748,61,31702,Toothpaste,3,6.78,118,60
2749,30,56712,Mouthwash,10,9.54,41,81
2750,39,61793,Toothpaste,3,5.21,6,78
2751,60,37456,Toothpaste,8,9.33,16,84
2752,54,41669,Whitening Kit,5,9.4,99,64
2753,50,32564,Mouthwash,13,4.54,34,89
2754,20,42558,Mouthwash,15,6.94,40,89
2755,36,44560,Mouthwash,7,10.92,91,70
2756,40,52915,Toothpaste,5,8.5,100,67
2757,46,58082,Mouthwash,10,7.25,12,83
2758,47,36022,Mouthwash,7,9.65,1,81
2759,56,21392,Whitening Kit,6,6.27,29,76
2760,61,44745,Toothbrush,6,6.68,81,69
2761,64,48522,Toothbrush,6,7.92,82,70
2762,42,47993,Mouthwash,11,11.05,49,79
2763,54,41079,Mouthwash,9,5.2,16,85
2764,64,46497,Mouthwash,14,8.68,99,78
2765,25,63185,Mouthwash,14,6.5,9,86
2766,59,49580,Toothbrush,9,10.61,59,82
2767,33,40519,Whitening Kit,4,9.41,108,57
2768,25,38997,Toothpaste,10,7.31,39,83
2769,18,42961,Mouthwash,8,8.99,38,80
2770,61,64640,Mouthwash,9,6.06,107,67
2771,22,42800,Toothbrush,10,5.92,6,82
2772,20,44762,Mouthwash,9,13.81,90,71
2773,18,39212,Whitening Kit,12,6.57,81,77
2774,21,58187,Whitening Kit,4,7.95,88,58
2775,57,68518,Mouthwash,16,6.52,74,79
2776,52,50407,Toothbrush,3,4.29,96,58
2777,49,45993,Mouthwash,3,4.95,59,62
2778,59,45441,Mouthwash,11,8.35,3,87
2779,51,16388,Toothbrush,3,3.97,19,74
2780,60,53941,Whitening Kit,10,5.72,99,69
2781,42,46609,Toothpaste,8,9.13,27,76
2782,27,50140,Mouthwash,7,8.07,25,81
2783,38,36462,Whitening Kit,12,6.47,85,77
2784,63,40386,Mouthwash,5,6.39,66,67
2785,56,40067,Toothpaste,7,4.93,84,69
2786,44,57259,Toothbrush,7,13.07,23,80
2787,44,40454,Whitening Kit,12,5.04,63,81
2788,19,69991,Toothpaste,8,10.03,58,80
2789,58,50170,Mouthwash,17,1.97,97,83
2790,30,29691,Toothpaste,9,9.69,50,75
2791,26,43457,Whitening Kit,9,9.94,8,89
2792,53,37179,Toothbrush,9,5.17,51,74
2793,39,18667,Mouthwash,7,5.96,101,58
2794,59,64193,Toothbrush,5,10.17,42,70
2795,43,53437,Toothbrush,6,4.65,94,65
2796,29,51398,Toothpaste,8,8.59,63,73
2797,34,46984,Toothpaste,11,5.81,31,87
2798,31,28415,Whitening Kit,7,9.75,105,62
2799,31,39196,Whitening Kit,14,12.16,59,74
2800,51,55101,Toothbrush,10,4.98,82,77
2801,37,32385,Whitening Kit,9,8.97,95,68
2802,28,14618,Toothbrush,9,9.95,90,71
2803,33,42274,Mouthwash,10,2.51,88,70
2804,48,43298,Toothbrush,6,10.01,51,74
2805,23,46626,Whitening Kit,9,8.38,57,71
2806,36,53742,Whitening Kit,10,9.1,5,86
2807,54,52651,Toothbrush,3,2.94,117,55
2808,21,48105,Toothpaste,12,9.36,75,73
2809,64,59346,Toothbrush,8,7.04,52,75
2810,21,26772,Toothbrush,9,4.65,88,72
2811,37,51054,Toothpaste,12,9.25,65,79
2812,27,52518,Mouthwash,12,9.53,12,85
2813,41,30125,Toothpaste,4,7.31,102,58
2814,52,26965,Whitening Kit,5,8.41,23,78
2815,43,36048,Toothpaste,5,7.1,52,69
2816,54,37061,Whitening Kit,8,4.06,108,68
2817,55,54041,Whitening Kit,12,7.14,89,79
2818,38,37625,Toothbrush,4,10.5,63,69
2819,57,34723,Toothbrush,7,10.54,76,74
2820,56,37660,Mouthwash,6,5.44,3,79
2821,38,58423,Whitening Kit,9,8.1,24,80
2822,27,45156,Toothbrush,5,7.69,90,60
2823,55,42848,Whitening Kit,11,8.74,79,72
2824,63,43679,Mouthwash,6,7.63,95,61
2825,21,60504,Whitening Kit,11,9.31,107,62
2826,62,36009,Mouthwash,3,6.47,42,74
2827,37,60786,Mouthwash,6,10.26,21,82
2828,34,47525,Mouthwash,7,6.17,85,68
2829,24,43074,Toothbrush,7,7.98,119,65
2830,21,75010,Toothpaste,9,9.16,85,72
2831,46,32332,Toothpaste,8,8.04,119,69
2832,31,40755,Toothbrush,10,1.64,112,67
2833,20,30210,Whitening Kit,4,8.25,25,77
2834,41,56429,Toothbrush,5,9.22,12,80
2835,54,65270,Whitening Kit,4,8.24,48,70
2836,33,65039,Mouthwash,4,9.85,101,61
2837,21,59687,Toothbrush,7,10.43,82,68
2838,41,42628,Toothpaste,6,5.76,74,71
2839,51,40617,Whitening Kit,7,3.22,70,70
2840,47,24945,Toothbrush,8,4.5,57,75
2841,35,69430,Toothbrush,12,7.68,29,86
2842,36,50627,Whitening Kit,9,9.03,29,79
2843,48,39096,Mouthwash,2,7.19,93,60
2844,36,60936,Mouthwash,6,4.04,46,73
2845,63,33326,Mouthwash,10,8.24,110,69
2846,36,49879,Mouthwash,12,7.53,9,90
2847,39,42928,Whitening Kit,4,7.9,32,78
2848,41,52664,Toothpaste,6,12.02,112,60
2849,62,44237,Toothbrush,10,9.55,13,83
2850,29,27588,Toothbrush,9,7.17,110,64
2851,47,45906,Mouthwash,5,4.18,53,77
2852,55,57586,Whitening Kit,9,10.86,75,73
2853,48,44649,Toothpaste,8,3.08,98,72
2854,53,54301,Toothpaste,10,6.8,54,81
2855,36,32453,Toothbrush,3,4.5,116,54
2856,62,44684,Mouthwash,7,6.48,116,66
2857,53,37505,Toothbrush,7,7.27,29,80
2858,47,53963,Toothbrush,7,4.21,51,76
2859,50,45377,Toothpaste,14,1.38,76,81
2860,35,53280,Whitening Kit,7,5.08,49,78
2861,45,58052,Toothpaste,7,4.12,95,72
2862,64,53299,Toothbrush,8,5.11,41,81
2863,28,48277,Mouthwash,5,6.79,86,65
2864,62,33021,Mouthwash,7,11.3,90,70
2865,50,44966,Whitening Kit,12,6.0,107,73
2866,34,38602,Whitening Kit,4,6.17,12,86
2867,23,40871,Whitening Kit,4,7.24,35,76
2868,21,40505,Toothbrush,10,9.15,113,61
2869,37,33240,Toothbrush,5,8.9,102,65
2870,64,21511,Whitening Kit,5,2.7,4,78
2871,44,36982,Mouthwash,9,4.89,45,81
2872,32,47320,Mouthwash,10,10.27,49,78
2873,23,28821,Mouthwash,8,6.2,74,67
2874,64,45188,Toothbrush,9,9.91,116,66
2875,31,67803,Toothpaste,8,9.29,18,83
2876,28,57276,Mouthwash,5,1.89,46,73
2877,56,64722,Mouthwash,6,3.36,112,66
2878,26,49693,Mouthwash,18,6.67,83,82
2879,43,59010,Whitening Kit,9,8.5,58,76
2880,33,36312,Toothbrush,7,6.83,15,80
2881,22,37267,Whitening Kit,6,7.01,58,79
2882,27,12130,Whitening Kit,10,7.59,23,83
2883,20,59233,Toothpaste,11,7.25,23,83
2884,30,63483,Whitening Kit,4,7.42,85,65
2885,60,38361,Toothpaste,8,1.57,26,78
2886,47,41952,Whitening Kit,14,6.72,109,76
2887,62,35953,Mouthwash,9,6.7,34,82
2888,23,49591,Toothbrush,6,4.83,41,74
2889,34,58499,Whitening Kit,4,5.58,77,64
2890,62,24086,Toothpaste,8,3.33,57,71
2891,36,49913,Toothbrush,6,8.46,25,78
2892,59,41679,Toothpaste,8,4.62,54,81
2893,52,46360,Mouthwash,3,7.2,44,68
2894,63,50507,Whitening Kit,3,6.27,97,61
2895,43,42741,Toothbrush,5,7.04,92,64
2896,22,43756,Mouthwash,10,9.78,13,81
2897,46,42433,Whitening Kit,5,5.67,54,70
2898,54,56643,Whitening Kit,6,7.25,27,75
2899,37,50025,Toothpaste,13,9.1,8,96
2900,38,47647,Toothpaste,4,7.89,100,64
2901,27,29748,Mouthwash,8,5.51,118,61
2902,22,40457,Toothpaste,11,3.62,43,81
2903,53,55784,Mouthwash,13,5.41,70,77
2904,23,45452,Mouthwash,12,7.95,77,75
2905,43,52914,Mouthwash,14,7.39,84,74
2906,21,66198,Toothpaste,8,9.09,55,79
2907,56,57463,Toothbrush,6,6.67,64,76
2908,56,46117,Mouthwash,9,5.56,5,86
2909,52,38868,Toothbrush,8,3.79,59,73
2910,18,14357,Whitening Kit,9,4.47,109,68
2911,41,42979,Toothpaste,3,4.88,27,74
2912,53,41087,Toothpaste,10,10.78,113,71
2913,23,49684,Toothbrush,4,4.54,115,63
2914,58,43153,Whitening Kit,7,4.57,19,83
2915,63,41155,Whitening Kit,8,5.72,65,71
2916,61,23647,Mouthwash,2,10.08,68,64
2917,48,33720,Toothpaste,5,8.68,66,67
2918,37,50719,Whitening Kit,11,6.86,108,67
2919,41,65590,Whitening Kit,7,3.55,26,72
2920,42,43829,Mouthwash,6,7.17,33,81
2921,53,48933,Mouthwash,5,9.25,108,65
2922,38,56429,Toothbrush,7,10.58,109,60
2923,47,35269,Toothpaste,10,1.64,38,81
2924,41,49401,Whitening Kit,14,5.15,7,90
2925,61,36114,Toothbrush,10,7.32,93,74
2926,59,55377,Toothpaste,9,10.2,116,65
2927,47,46816,Toothbrush,8,3.78,5,81
2928,39,48581,Toothpaste,8,4.32,9,84
2929,45,35608,Toothpaste,10,5.9,13,84
2930,24,53484,Whitening Kit,8,3.55,110,64
2931,52,70016,Toothpaste,6,2.14,40,73
2932,45,32905,Mouthwash,11,12.36,48,83
2933,31,40922,Whitening Kit,14,6.42,46,89
2934,27,47779,Mouthwash,8,5.42,64,72
2935,33,54436,Toothbrush,10,4.09,64,73
2936,33,38285,Toothbrush,10,6.96,29,77
2937,48,11003,Toothpaste,10,5.68,18,84
2938,59,61310,Toothpaste,13,9.02,30,88
2939,42,54126,Mouthwash,9,4.36,74,73
2940,30,24084,Mouthwash,10,7.0,19,84
2941,23,37709,Mouthwash,9,6.9,48,78
2942,61,63818,Toothbrush,4,8.39,9,78
2943,26,62373,Mouthwash,8,6.59,85,63
2944,62,56263,Whitening Kit,4,8.48,1,76
2945,53,42886,Whitening Kit,10,7.79,105,73
2946,60,45995,Toothbrush,5,9.19,90,65
2947,37,43428,Mouthwash,4,8.52,78,71
2948,35,58538,Mouthwash,10,6.58,39,83
2949,60,34489,Toothpaste,12,11.19,93,76
2950,38,35330,Whitening Kit,6,5.77,55,73
2951,21,57123,Toothbrush,8,10.88,107,66
2952,50,44467,Mouthwash,6,9.76,52,74
2953,44,61541,Toothpaste,12,8.75,71,72
2954,24,36941,Toothbrush,4,7.05,64,66
2955,23,44342,Toothbrush,12,5.53,24,86
2956,32,33931,Whitening Kit,4,7.78,27,74
2957,35,45088,Mouthwash,13,7.75,106,67
2958,49,27257,Toothbrush,4,7.04,115,64
2959,28,39148,Toothpaste,12,8.65,66,78
2960,37,27764,Toothpaste,3,9.55,66,66
2961,41,53327,Toothbrush,8,5.21,119,66
2962,32,53599,Toothpaste,10,5.64,62,81
2963,24,24236,Toothbrush,10,4.12,16,86
2964,38,61006,Toothpaste,11,8.23,12,87
2965,59,74968,Toothbrush,6,11.22,40,73
2966,43,45552,Toothbrush,7,4.01,90,73
2967,61,37306,Toothbrush,8,5.41,10,82
2968,31,78891,Toothpaste,6,3.88,64,72
2969,54,29172,Toothbrush,6,5.98,55,72
2970,38,45241,Whitening Kit,11,2.15,79,70
2971,35,47155,Toothbrush,9,10.22,112,69
2972,22,61141,Mouthwash,9,9.18,89,67
2973,20,49316,Mouthwash,5,7.96,4,79
2974,40,39016,Whitening Kit,6,9.75,90,68
2975,43,33585,Toothbrush,7,9.62,23,78
2976,54,40898,Mouthwash,11,7.34,101,68
2977,41,32916,Toothbrush,6,4.13,49,76
2978,36,45573,Mouthwash,6,5.61,106,67
2979,42,38229,Toothpaste,12,7.28,4,93
2980,38,27071,Toothpaste,3,5.56,1,80
2981,29,60061,Whitening Kit,7,11.82,65,74
2982,58,39027,Whitening Kit,7,7.89,39,75
2983,50,29782,Toothbrush,8,7.76,3,83
2984,21,42980,Whitening Kit,7,9.87,112,63
2985,59,45820,Toothbrush,7,8.19,57,71
2986,24,24042,Toothpaste,5,6.84,59,71
2987,39,48979,Toothpaste,8,11.28,112,64
2988,50,32434,Mouthwash,8,8.59,79,69
2989,34,65532,Toothbrush,8,6.27,119,65
2990,41,51287,Toothpaste,7,7.95,107,68
2991,51,40201,Toothpaste,6,6.18,118,65
2992,45,36057,Toothbrush,9,5.45,18,79
2993,60,43740,Mouthwash,6,9.47,21,82
2994,58,52353,Mouthwash,8,6.25,56,72
2995,56,44694,Mouthwash,11,5.58,52,75
2996,39,42394,Mouthwash,7,7.95,8,85
2997,34,45700,Toothpaste,10,10.12,25,82
2998,51,37753,Toothbrush,12,2.25,32,85
2999,23,40881,Toothbrush,8,5.69,70,74
3000,63,19970,Toothpaste,12,1.91,114,64
3001,23,56684,Toothpaste,12,-0.96,40,80
3002,51,48585,Toothpaste,11,7.62,84,74
3003,18,35718,Whitening Kit,9,4.21,113,64
3004,27,67784,Toothbrush,8,9.41,29,75
3005,38,46044,Toothbrush,6,4.5,69,71
3006,22,32566,Toothbrush,3,8.97,35,70
3007,19,55280,Mouthwash,3,8.22,83,67
3008,39,49776,Toothpaste,6,5.16,103,66
3009,19,49734,Toothpaste,2,6.24,76,63
3010,27,39890,Toothpaste,3,7.93,33,73
3011,51,50405,Whitening Kit,14,8.83,99,75
3012,33,41858,Toothbrush,7,10.91,106,63
3013,56,51671,Toothpaste,9,8.04,102,68
3014,39,22140,Whitening Kit,7,7.39,112,61
3015,29,39793,Toothpaste,6,7.56,46,72
3016,41,65665,Mouthwash,11,6.86,72,76
3017,64,35795,Toothbrush,4,6.33,102,63
3018,57,37753,Whitening Kit,8,5.17,31,79
3019,55,39624,Toothpaste,5,8.46,75,71
3020,27,30422,Toothbrush,12,5.4,68,78
3021,52,18500,Whitening Kit,9,7.93,40,82
